id,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,statuses_count,,,
367804133,Mthuthuzeli  Mpiti,mtura712,"Cape Town, South Africa","Cars , Fighter Jet Aircraft,Military & Music .",,7238,7908,67,Sun Sep 04 16:02:10 +0000 2011,61433,,,
374993745,brian wattanga,bwattanga,"kisumu,kenya",a result oriented  man who is striving to get to the next level making a difference in the world in the small ways i can,http://t.co/4VU6NTJ3y2,1408,4997,4,Sat Sep 17 09:45:49 +0000 2011,41599,,,
2584522964,sexual gifs,sexualgifs_,,18+ advised // parody // we do not own any content posted,,324929,84,1996,Mon Jun 23 20:07:32 +0000 2014,14527,,,
367804133,Mthuthuzeli  Mpiti,mtura712,"Cape Town, South Africa","Cars , Fighter Jet Aircraft,Military & Music .",,7238,7908,67,Sun Sep 04 16:02:10 +0000 2011,61435,,,
4038820333,On Fleek,donaldswanson14,Tulsa work / OKC weekend ,Swimmer. Herbivore. Trump fan. Never dated anybody but would like a wife and kids.,,108,118,2,Tue Oct 27 19:49:09 +0000 2015,13230,,,
198611975,Oliver Thomas,ulliverti,London,,,128,239,5,Mon Oct 04 19:49:06 +0000 2010,5260,,,
3243897440,C4life96,chrishon7,"Chicago, IL","Life on the road can be one hell of a ride.
#Loyalty #Succeeding #Leo 
Grind in your 20's, 
Build in your 30's,
Chill in your 40's.",,17,166,0,Sat Jun 13 04:57:33 +0000 2015,367,,,
2163104810,Paul Dykewicz,pauldykewicz,"Washington, D.C.","Seasoned Journalist, Market Columnist, Author of inspiring book, Holy Smokes! Golden Guidance from Notre Dame's Championship Chaplain. https://t.co/XphKLcEExh",,57,27,0,Tue Oct 29 15:51:48 +0000 2013,426,,,
26544267,Wellesley Toyota,wellesleytoyota,"Wellesley, MA",Wellesley Toyota - The dealership experience you've always wanted | ph (781) 237-2970,http://t.co/vUCZ0GtSyT,1398,291,51,Wed Mar 25 17:31:45 +0000 2009,2301,,,
20410268,Bob Tompkins,combatsportlife,Mahomet Illinois,Owner/Chief Instructor Team Transcend Martial Arts. Retired pro fighter. #travel #food #mma #muaythai #cte My picks https://t.co/I8ZKEsDziQ,,6956,6101,458,Mon Feb 09 02:38:41 +0000 2009,60582,,,
1491045235,JCESR,jcesrhub,,"The Joint Center for Energy Storage Research (JCESR) brings together government, academia and industry to create breakthrough energy storage technology.",http://t.co/VjP13gjSaZ,1149,309,47,Fri Jun 07 18:33:10 +0000 2013,516,,,
1.14E+18,BoomersDaily,boomersdaily55,"Laguna Beach, CA","Online News, Views & Reviews magazine for Baby Boomers and Beyond (The 55+). Health/fitness, travel, current affairs, politics, home design, literature, & art.",https://t.co/nxAIUyYrJX,9,38,0,Wed Jun 26 22:05:34 +0000 2019,545,,,
1.16E+18,J4L Global,globalj4l,Worldwide!,"Find it, Love it, Buy It",https://t.co/5ol3u2lG2k,115,83,0,Sun Aug 11 15:35:37 +0000 2019,950,,,
2502951992,Adorable Bob Smith,bobsmit64673620,"Rio Rancho, NM",#conservative #clintoncrimesyndicate #MAGA #Trump #2a Tired of the corruption. I follow back.,,2446,2524,2,Sun May 18 01:03:00 +0000 2014,4719,,,
339076717,Andrew Harding,andrewharding4,London UK,"Author: Hybrid Series: Split Decision, Critical Moments, Devil's Dyke, Wet Daddy, Medium Rare. Trilogy: Spirit, Force, Parity. 
HWSNBN Ch1-20  Acc #1 18+ NO DM",http://t.co/BICIkylodQ,15507,16592,542,Wed Jul 20 15:12:24 +0000 2011,426320,,,
3461509513,Dalton Shahan,shahandalton,,,,18,125,0,Sat Sep 05 17:14:51 +0000 2015,74,,,
1.11E+18,Inkotanyi,inkotanyi1,,,,62,21,0,Thu Mar 28 08:06:34 +0000 2019,1784,,,
1.18E+18,SpeedyRalph,ralphspeedy,,P,,0,0,0,Fri Sep 27 21:41:36 +0000 2019,123,,,
27881946,Martin Ievers,martyievers,,,,10,5,0,Tue Mar 31 14:36:41 +0000 2009,11,,,
9.58E+17,Afreximbank Research,afreximresearch,"Cairo, Egypt","@AfreximResearch is the Centre of Excellence on African trade matters, providing insights and thought leadership on Africa�s trade and economic development.",https://t.co/7I4L8RSZrh,1544,71,9,Tue Jan 30 14:43:46 +0000 2018,609,,,
15254158,funky49,funky49,"Tampa, FL, USA, Earth","rapper/producer, TEDx presenter, science enthusiast, slow triathlete. Sometimes funny, usually awesome. Rapped for Bill Nye & Chuck D.
Husband/father^2.",https://t.co/vE4mrxtvtC,1155,676,102,Fri Jun 27 12:07:59 +0000 2008,70486,,,
40794966,Jenna Burrell,jennaburrell,"Oakland, CA",prof at UC-Berkeley. algorithmic fairness (https://t.co/rJJtxSS6iF) + interpretability (https://t.co/UsVPNnCnah) + rural Internet (https://t.co/fNIFgMdve3),http://t.co/cQFv5NB6TD,2076,1015,114,Mon May 18 02:40:42 +0000 2009,2745,,,
1.18E+18,SpeedyRalph,ralphspeedy,,P,,0,0,0,Fri Sep 27 21:41:36 +0000 2019,124,,,
1885792435,Logan Goldie-Scot,logangoldiescot,"San Francisco, CA","Head of energy storage analysis, and supply chain focus area at BloombergNEF. Opinions are my own.",https://t.co/t005IWbbwz,1338,396,50,Fri Sep 20 07:56:14 +0000 2013,714,,,
1885792435,Logan Goldie-Scot,logangoldiescot,"San Francisco, CA","Head of energy storage analysis, and supply chain focus area at BloombergNEF. Opinions are my own.",https://t.co/t005IWbbwz,1338,396,50,Fri Sep 20 07:56:14 +0000 2013,714,,,
1.07E+18,News,kids_bikes_shop,,#kidsbikesshop #kids_bikes #bikes_reviews,https://t.co/fJLuF520BD,2,131,0,Fri Nov 30 09:59:56 +0000 2018,206,,,
761728412,Gugu Mpofu,mpofu_gugu,Bulawayo,Gugu likaQhawe. Poverty Alleviation. Career Guidance. Education. Technology. Founder @lucf_org.,https://t.co/s6Pz8yr5Io,1104,1260,4,Thu Aug 16 15:10:25 +0000 2012,6299,,,
8.32E+17,Lorraine Akinyi,lorraineakinyi,"Nairobi, Kenya",GOD'S Child||Entrepreneur||Director@Lorraine Delicacies||Fashion and Beauty||Aspiring Politician||Feminist.,,843,1981,0,Wed Feb 15 14:32:24 +0000 2017,3265,,,
8.23E+17,Homer,curioushomer,Springfield ,so many questions! curious@umsocials.com,https://t.co/Hr887NcYnP,125595,886,124,Mon Jan 23 10:00:17 +0000 2017,88,,,
7.69E+17,ND Int'l Sec Center,nd_isc,"Notre Dame, IN",NDISC aims to provide a forum where leading scholars from Notre Dame and elsewhere come together to explore the most pressing issues in international security.,https://t.co/sTT0DAeRdO,246,137,12,Fri Aug 26 17:22:20 +0000 2016,334,,,
309697282,nino nuCARo,gaev66nino,Mallorca-Berlin,"Economist
Classsic cars - NUCARO & Partner in germany Alfa, Jaguar.......
direx for entertainment in hotel-chain all before 2012 as 
talk & write 6 languages",,4734,4024,89,Thu Jun 02 14:31:10 +0000 2011,27992,,,
1253009264,Justin Gordon,justin_g0rd0n,"Marina del Rey, CA","Lawyer, Political Junkie, Dodgers/USC Sports Fan.",,194,160,8,Fri Mar 08 23:54:55 +0000 2013,4932,,,
3871722555,William Ruger,willruger,,"Vice President, Foreign Policy, Stand Together; Vice President, Research and Policy, Charles Koch Institute; Political Scientist; Afghanistan Vet",,1697,322,35,Mon Oct 05 14:23:42 +0000 2015,3706,,,
48010800,Asad Hussein,asadh1,,International Trade| Block-chain Tech|Arsenal Fan,,296,472,3,Wed Jun 17 16:11:28 +0000 2009,1703,,,
2508499376,mary henderson,izzabella350,"St Petersburg, FL",,,2,13,0,Mon May 19 21:37:39 +0000 2014,2576,,,
1.00E+18,Volkswagen Group Italia,vwgroupitalia,"Verona, Italia",Account Twitter Ufficiale di Volkswagen Group Italia.,https://t.co/y64DmKCruo,2482,64,7,Thu May 24 17:04:21 +0000 2018,623,,,
2508499376,mary henderson,izzabella350,"St Petersburg, FL",,,2,13,0,Mon May 19 21:37:39 +0000 2014,2577,,,
280454564,Kotlin,uggoprince,Earth,"Software Developer.

Love Astronomy, and Clean Energy.

Jesus is Lord.",,454,502,0,Mon Apr 11 10:48:32 +0000 2011,3167,,,
2152761309,pauli,piratp1974,lillois,fan de poker / non de joueur sur pokerstars  : piratP1974 ( aussi sur boom et vk et facebook ),https://t.co/MVgLytbM94,291,4571,1,Fri Oct 25 14:37:41 +0000 2013,14871,,,
357338955,ACtronics_UK,actronics_uk,"Colchester, Essex","Leading remanufacturer of electronic automotive components to Garages & Dealerships. ABS units, ECU's, Throttle Bodies, Displays, Instrument Clusters.",http://t.co/uLJqxIPwwk,2753,1855,66,Thu Aug 18 06:21:35 +0000 2011,24116,,,
1.18E+18,Newgate Motoring - Nigel Williams,carsforclergy,United Kingdom,"At Newgate, we supply #carsforclergy, #carsforchurchschoolteachers and cars for cats - if they have thumbs!
#Cymro

Help with Tweets from Suzanne #carsforclergy",https://t.co/WhGcZZE2Rw,146,2222,0,Sun Oct 06 11:28:01 +0000 2019,59,,,
1489991239,Chaitali DebP,chaitali_debp,"Bangalore, India","ArdentTechnophile, #Web #Mobile #AR,#VR,#AI,#ML,#autonomousdriving, #BusinessAnalytics,#Microservices,#connectedcars. Equally passionate Singer n Dancer..",,998,2132,18,Fri Jun 07 09:32:21 +0000 2013,7436,,,
1.18E+18,Newgate Motoring - Nigel Williams,carsforclergy,United Kingdom,"At Newgate, we supply #carsforclergy, #carsforchurchschoolteachers and cars for cats - if they have thumbs!
#Cymro

Help with Tweets from Suzanne #carsforclergy",https://t.co/WhGcZZE2Rw,146,2222,0,Sun Oct 06 11:28:01 +0000 2019,60,,,
2860695028,Tube & Pipe Journal,tubepipejournal,"Elgin, Illinois","Optimizing your operations: The tube and pipe guide to news, insight. analysis, technology, and products.",https://t.co/Lo6MIsIgga,348,185,21,Tue Nov 04 13:43:32 +0000 2014,3116,,,
18563796,KTAR News 92.3,ktar923,"Phoenix, AZ","Arizona's News Station. Hear @AZMorningNews, @BruceAndPamela, @Gaydosintheafternoon and @ChadBensonShow on KTAR News 92.3. Your home for breaking news & traffic",https://t.co/skuGkwLSV5,44399,614,1104,Fri Jan 02 21:07:45 +0000 2009,105254,,,
1.16E+18,Number21biofuelsrenewables,number21biofue1,warrington cheshire,"Warrington company specialising in ICE to EV, and Biofuel conversions. EV ,ICE,PHEV Hybrid servicing and soon lpg and biofuel production.contact@number-21.co.uk",https://t.co/jvuS0XqQ58,90,864,0,Tue Aug 20 23:16:34 +0000 2019,2072,,,
1.18E+18,SpeedyRalph,ralphspeedy,,P,,0,0,0,Fri Sep 27 21:41:36 +0000 2019,128,,,
40794966,Jenna Burrell,jennaburrell,"Oakland, CA",prof at UC-Berkeley. algorithmic fairness (https://t.co/rJJtxSS6iF) + interpretability (https://t.co/UsVPNnCnah) + rural Internet (https://t.co/fNIFgMdve3),http://t.co/cQFv5NB6TD,2076,1015,114,Mon May 18 02:40:42 +0000 2009,2745,,,
9.21E+17,SpookyMunk666,alvinmunk500,The World of Cartoons!,"I'm Brandon Rorke, and I LOVE cartoons! Creator of The ToonStars(Alvin LoopenPow, Rusty, and SuperCat) #EatCookiesEveryday",https://t.co/aCgvX0Ians,82,591,1,Thu Oct 19 11:31:56 +0000 2017,24089,,,
314949505,Arno Harris,arnoharris,"San Francisco, CA, USA","Investor/advisor in clean transportation + power. Climate + inequality get me up in the morning. Cyclist, dad, husband to @DrBurkeHarris",https://t.co/Nmoo42HR6U,1966,382,100,Sat Jun 11 02:21:20 +0000 2011,3806,,,
1528104188,MilkTheCouch ~Anime NYC 2019~,milktcouch,,"Fan of idol anime, U.S. Acres, late 90's and 2000's kids TV, magical girls, Disney and Pixar films, theme parks and Japanese culture.",,392,1540,6,Tue Jun 18 15:42:55 +0000 2013,40803,,,
413585596,Jason Yuen,jayyuen1,"Brooklyn, NY","Finance and Technology professional, accidental spreadsheet aficionado. Enthusiast in areas related to HCI, NLU, and graphs (NOT the spreadsheet kind! )",,145,540,196,Wed Nov 16 01:49:53 +0000 2011,1237,,,
1.17E+18,Rozemberg,rozemberg12,,Cinema,,69,1181,0,Wed Aug 28 23:14:49 +0000 2019,8766,,,
2968974720,Valentino Lau,vernardolau,"Kota Batam, Kepulauan Riau",Twitch Streamers / Combat Sports & Action Movies enthusiasts / #HardStyleFamily / WIP: #PlaySquareFactory + #GCXBatam2020 with @raredropco,https://t.co/4VtZnwWuJL,3136,4972,214,Fri Jan 09 11:18:46 +0000 2015,128573,,,
1.12E+18,the unmanageable victoria fierce,akronisticlotor,"easy to find, hard to predict","Enforcing state housing law with @carla_org.

Endorsed by @CaCities: ""[she] makes settlement difficult""

Views mine, not my job's, especially the bad ones.",,1096,836,18,Wed May 01 23:06:10 +0000 2019,1274,,,
164136344,suge,sugarshiv,Columbus/Cleveland,Tsunami CEO,,494,337,15,Thu Jul 08 03:41:42 +0000 2010,39192,,,
8.95E+17,Private Plate 4U,privateplate4u,"Loughborough, England",Pure Private Plates,https://t.co/BzUfBLxMBL,7,5,0,Mon Aug 07 21:56:08 +0000 2017,1566,,,
117740476,Tony,justtjb,Near metropolitan area. Or not,"Came for the politics, stayed for the witty banter.",,311,318,2,Fri Feb 26 13:17:04 +0000 2010,10002,,,
1.14E+18,DerbyshireEVs,derbyshireevs,DERBYSHIRE,DerbyshireEVs is a community for Derbyshire and the local area to discuss #ElectricCars and for owners to meet and discuss Club run by @raimonick,https://t.co/MkyOdiq0UE,175,25,3,Thu Jun 20 10:31:58 +0000 2019,172,,,
274000245,what's in a name?,5h4k3el,,Social innovator | Techie | Kashmiri | Not limited by definition,,107,217,1,Tue Mar 29 14:47:10 +0000 2011,6237,,,
52370117,JPR007,jpr007,,Global citizen,,1451,3405,22,Tue Jun 30 11:29:34 +0000 2009,32651,,,
1.06E+18,Satisfying Loops,satisfyingloops,Satisfaction Paradise,Only the most satisfying video loops. Original Account.,,48863,73,152,Thu Nov 08 02:05:33 +0000 2018,188,,,
1.01E+18,xxxtentacion,itsxxxwords,,remembering X | Parody Account we do not own content. DM or email xxx@umsocials.com,,73360,46,148,Tue Jun 26 14:44:36 +0000 2018,1709,,,
2801159388,"Jess Preston, PhD",jesscaperson,"Eugene, OR","Lover of Knowledge. Molecular Biology, Genomics, Longevity, Research Integrity.",https://t.co/vLDWOmlhlO,206,131,14,Wed Sep 10 06:00:54 +0000 2014,1868,,,
7.05E+17,DriveElectric,driveelectricuk,"Marlow, South East",Our team of friendly EV experts make it easy to drive electric -all makes and models available to lease. Part of Fleetdrive Management Ltd,https://t.co/yHWx2vCPgY,6107,1353,82,Tue Mar 01 13:43:51 +0000 2016,2288,,,
933195643,Michael Falcone (F.O.S),falcone471,,I pledge allegiance to the band of Mr. Schneebly...,,539,1599,2,Wed Nov 07 23:26:57 +0000 2012,45438,,,
9.35E+17,Syed Ousman,syedousman,"Levittown, NY","Father of two,husband of an amazing woman,patriotic American fighting to get the Russian owned POTUS out of the people's house,#TheResistance",,745,1901,0,Sun Nov 26 05:01:33 +0000 2017,51862,,,
602838371,Linda Susan,susan6366,,Love Gus and Sage and Alexandria and Emerson and Ruby!,,88,588,0,Fri Jun 08 15:23:05 +0000 2012,8663,,,
9.37E+17,Christophe Bretez,brtz1982,Belgium,,,8,38,0,Sat Dec 02 12:23:08 +0000 2017,69,,,
3301798743,Fran Butkiewicz,gambler1647,,Trump 2020,,2768,3361,10,Thu May 28 15:05:23 +0000 2015,55380,,,
334687601,Albert Harrison,nlifepaints,UK,UKs First Award Winning Recycled Paint Company producing a High Quality Ecological Paint. 28 stock colours & a matching service. Also Tweet from @REBORNPAINTS,http://t.co/vt364k9p7y,7378,7202,323,Wed Jul 13 14:19:35 +0000 2011,51669,,,
44967316,Steve Austin,steveaustinwsu,pullman wa,"i teach landscape architecture, urban planning and construction law at Washington State University, anticipating the post carbon world https://t.co/aFwsmkeChk",https://t.co/aFwsmkeChk,197,33,16,Fri Jun 05 19:04:41 +0000 2009,148,,,
4060376121,Rodney St Therapies,rodneysttherapy,"Liverpool, England",Facilitiating wellbeing in the heart of Liverpool. #StopSmoking #Phobias #Anxiety #Depression,https://t.co/QKTkaWz4sR,625,725,24,Wed Oct 28 12:01:44 +0000 2015,8409,,,
7.70E+17,Galvatrix,galvatrix0,"New York, NY",,,228,502,4,Sun Aug 28 00:03:25 +0000 2016,71579,,,
1.02E+18,Shiadrackh Encio,shiadrackh,"Manila, Philippines ",Filipino Everywhere :P,,66,159,1,Tue Jul 24 07:57:47 +0000 2018,23696,,,
472958116,Sam,ikerot,"Michigan, USA","Tesla investor, Nutritionist, fitness enthusiast, world traveler.",,125,32,0,Tue Jan 24 13:53:08 +0000 2012,16805,,,
20562637,Business Insider,businessinsider,"New York, NY","What you need to know. Follow us on Facebook, Instagram, and YouTube. Visit our home page for the top stories of the day.",https://t.co/RMkf7jACew,2733426,267,31952,Wed Feb 11 01:18:18 +0000 2009,596821,,,
1467274886,Mark Sait,mark_sait,Bury St Edmunds,"CEO of SaveMoneyCutCarbon, the go-to people for businesses and households who want to save money on utility bills and reduce their impact on the planet",http://t.co/wltBNLlQZr,834,1983,39,Wed May 29 13:25:33 +0000 2013,4950,,,
1.18E+18,Virtual Data Rooms Reviews for M&A,rooms_data,"New York, United States","Virtual Data Rooms for Mergers and Acquisitions 

M&A News, Tutorials and Opportunities",https://t.co/Ev6kn03jRd,51,168,1,Wed Oct 09 16:06:13 +0000 2019,1827,,,
3301798743,Fran Butkiewicz,gambler1647,,Trump 2020,,2768,3361,10,Thu May 28 15:05:23 +0000 2015,55381,,,
1.15E+18,Tig,tig58124417,,This will all pass.,,73,123,1,Mon Jul 08 17:06:42 +0000 2019,2895,,,
4312956793,Shawn D. Ryan,shahryan_,Castle Black,Kalau lapar makan nasi kalau haus minum coke,,196,465,17,Sat Nov 21 14:38:28 +0000 2015,41307,,,
1.14E+18,Gaurav Verma,gauravv44916883,PlaNet EarTH,,,68,444,1,Mon Jun 03 07:00:50 +0000 2019,781,,,
1.18E+18,SpeedyRalph,ralphspeedy,,P,,0,0,0,Fri Sep 27 21:41:36 +0000 2019,130,,,
2527904352,Earth Accounting,earthaccounting,"Los Angeles, CA",Sustainable Consumption #sustainability #ConsciousConsumer #transparency #environment #socialjustice #circulareconomy,https://t.co/brThbAC6cV,20111,19475,521,Tue May 27 17:27:47 +0000 2014,94072,,,
2987393707,Kaono Sara,kaonosara,Indonesia,Hanya Seorang Kaono,https://t.co/U4IK72FfC7,45,129,0,Sat Jan 17 18:06:44 +0000 2015,5144,,,
305216074,Tasha,tashataytay,right here ,When reality bites...chew on fantasy,,195,462,69,Wed May 25 20:57:39 +0000 2011,12050,,,
213009133,Quote Beauties�,quotebeauties,Worldwide,Tweeting beautifully crafted words that can fill your heart with joy & love. We own no content posted. For any queries or DMCA - biztwit58@gmail.com | Parody |,https://t.co/ZatYLXcV7J,1655189,114,4790,Sun Nov 07 18:13:36 +0000 2010,72576,,,
8.86E+17,Amazing Nature,naturesdiy,worldwide,Animals Natures Discovery Photos Videos.,,116772,78,182,Fri Jul 14 16:55:39 +0000 2017,453,,,
1.11E+18,Mike Jerome,mikejer41248824,"Ontario, Canada",Lost the Old Profile @MikeyJ_79 l still can�t believe I gave over to these twats. Love me Some Blue Jays and Raptors and some good old fashioned Socialism...,,128,401,0,Mon Mar 25 00:19:39 +0000 2019,2414,,,
905711893,Aidan Malone,maloneaidan,Northern Ireland,"Proud to be NI Xero partner of the year 2015. Passionate about helping SME's in NI grow their https://t.co/9qvF8HaTGS of vinyl records, travelling, & coffee",https://t.co/RpcJC2FlDR,462,300,26,Fri Oct 26 10:16:54 +0000 2012,1975,,,
1.12E+18,Raju Mondal,rajumon43855976,,Raju Mondal,,30,35,0,Thu May 02 14:17:01 +0000 2019,9354,,,
2289957752,MunkhGal Empire LLC,mglempire,Mongolia,#Financial Service #Business: micro financing&trading #RT�s not endorsements.,https://t.co/xumcFb0Elt,4147,999,2,Mon Jan 13 17:00:34 +0000 2014,688,,,
12204772,zeruch,zeruch,Silicon Valley,"Wonking, Tech Mutter, Artistic exploits, Music You Should Like http:https://t.co/wwJWbISoOq. content may be NSFW, fact-based, opinions strong, language terse",http://t.co/zoJJNtaEZ0,857,1535,140,Mon Jan 14 04:56:49 +0000 2008,54913,,,
1.08E+18,marielucie@secretgarden,marieluciesecr1,"Palos Verdes Estates, CA",,,256,1117,2,Sat Jan 12 00:34:47 +0000 2019,7039,,,
334687601,Albert Harrison,nlifepaints,UK,UKs First Award Winning Recycled Paint Company producing a High Quality Ecological Paint. 28 stock colours & a matching service. Also Tweet from @REBORNPAINTS,http://t.co/vt364k9p7y,7378,7202,323,Wed Jul 13 14:19:35 +0000 2011,51681,,,
547990880,ML,martinluna69,,Aprendiendo y Viviendo la vida,,303,573,43,Sat Apr 07 23:43:51 +0000 2012,29275,,,
3252923117,H.E Torres jr,herictorresjr,New york,"Husband,
Father,
Son.
Entrepreneur,
Professional human being.",,72,952,0,Thu May 14 00:29:24 +0000 2015,1484,,,
7.08E+17,Ssentongo,charlesbeatbox,Uganda,"Christ lover, music lover, jokes lover @ElupeComics book artist.",,335,128,2,Fri Mar 11 13:32:52 +0000 2016,6380,,,
